era,release_date,set_name,set_code,card_number,edition,variant,language,japanese_name,english_name,category,artwork_reason,artwork_evidence_urls,stamps_reason,stamps_evidence_urls,canonical_image_url,card_uid
vs,2001-07-19,ポケモンカード★VS,VS,112/141,unknown,UNKNOWN,jp,ミカンのワザマシン02,Jasmine's Technical Machine 02,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Jasmine's_TM_02_(VS_112) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/artofpkm/afd4ad37-070c-4c85-952a-42ef2245a23e.jpg,afd4ad37-070c-4c85-952a-42ef2245a23e
vs,2001-07-19,ポケモンカード★VS,VS,113/141,unknown,UNKNOWN,jp,シジマのワザマシン01,Chuck's Technical Machine 01,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Chuck's_TM_01_(VS_113) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/artofpkm/e1f7c1e3-0f03-4442-8464-3a35c015626d.jpg,e1f7c1e3-0f03-4442-8464-3a35c015626d
vs,2001-07-19,ポケモンカード★VS,VS,114/141,unknown,UNKNOWN,jp,シジマのワザマシン02,Chuck's Technical Machine 02,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Chuck's_TM_02_(VS_114) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/artofpkm/0052595a-580e-4416-bb0a-27cf5d2be791.jpg,0052595a-580e-4416-bb0a-27cf5d2be791
vs,2001-07-19,ポケモンカード★VS,VS,115/141,unknown,UNKNOWN,jp,ヤナギのワザマシン01,Pryce's Technical Machine 01,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Pryce's_TM_01_(VS_115) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/artofpkm/177dcbf9-0665-42f4-9695-d8af22f42468.jpg,177dcbf9-0665-42f4-9695-d8af22f42468
vs,2001-07-19,ポケモンカード★VS,VS,116/141,unknown,UNKNOWN,jp,ヤナギのワザマシン02,Pryce's Technical Machine 02,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Pryce's_TM_02_(VS_116) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/artofpkm/27aa13fc-bbff-445f-a98f-0e5e5aaf6305.jpg,27aa13fc-bbff-445f-a98f-0e5e5aaf6305
vs,2001-07-19,ポケモンカード★VS,VS,117/141,unknown,UNKNOWN,jp,イブキのワザマシン01,Clair's Technical Machine 01,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Clair's_TM_01_(VS_117) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/artofpkm/17bed9ac-a7f3-4770-aaf3-9f6c34185215.jpg,17bed9ac-a7f3-4770-aaf3-9f6c34185215
vs,2001-07-19,ポケモンカード★VS,VS,118/141,unknown,UNKNOWN,jp,イブキのワザマシン02,Clair's Technical Machine 02,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Clair's_TM_02_(VS_118) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/artofpkm/477dea15-7b42-4a10-8360-0a3db1711692.jpg,477dea15-7b42-4a10-8360-0a3db1711692
vs,2001-07-19,ポケモンカード★VS,VS,119/141,unknown,UNKNOWN,jp,アンズのワザマシン01,Janine's Technical Machine 01,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Janine's_TM_01_(VS_119) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/artofpkm/34c6d6da-82a2-4a19-af6b-98e48685e526.jpg,34c6d6da-82a2-4a19-af6b-98e48685e526
vs,2001-07-19,ポケモンカード★VS,VS,120/141,unknown,UNKNOWN,jp,アンズのワザマシン02,Janine's Technical Machine 02,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Janine's_TM_02_(VS_120) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/artofpkm/5331ed19-def6-4dd8-8386-c375ac6954b7.jpg,5331ed19-def6-4dd8-8386-c375ac6954b7
vs,2001-07-19,ポケモンカード★VS,VS,121/141,unknown,UNKNOWN,jp,イツキのワザマシン01,Will's Technical Machine 01,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Will's_TM_01_(VS_121) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/artofpkm/b1287880-4bc5-47bc-a237-0dbbcf4d5778.jpg,b1287880-4bc5-47bc-a237-0dbbcf4d5778
vs,2001-07-19,ポケモンカード★VS,VS,122/141,unknown,UNKNOWN,jp,イツキのワザマシン02,Will's Technical Machine 02,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Will's_TM_02_(VS_122) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/artofpkm/bc2c0445-a3fa-4d10-87db-aa26d6753689.jpg,bc2c0445-a3fa-4d10-87db-aa26d6753689
vs,2001-07-19,ポケモンカード★VS,VS,123/141,unknown,UNKNOWN,jp,シバのワザマシン01,Bruno's Technical Machine 01,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Bruno's_TM_01_(VS_123) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/artofpkm/b759aca3-abf7-4d4b-8bb0-794820031bbd.jpg,b759aca3-abf7-4d4b-8bb0-794820031bbd
vs,2001-07-19,ポケモンカード★VS,VS,124/141,unknown,UNKNOWN,jp,シバのワザマシン02,Bruno's Technical Machine 02,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Bruno's_TM_02_(VS_124) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/artofpkm/cb18582e-7316-4764-ad73-a23d18c6957a.jpg,cb18582e-7316-4764-ad73-a23d18c6957a
vs,2001-07-19,ポケモンカード★VS,VS,125/141,unknown,UNKNOWN,jp,カリンのワザマシン01,Karen's Technical Machine 01,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Karen's_TM_01_(VS_125) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/artofpkm/5570b28c-b037-4782-acf0-a310a7d4d441.jpg,5570b28c-b037-4782-acf0-a310a7d4d441
vs,2001-07-19,ポケモンカード★VS,VS,126/141,unknown,UNKNOWN,jp,カリンのワザマシン02,Karen's Technical Machine 02,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Karen's_TM_02_(VS_126) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/artofpkm/18b1a1b7-49c7-418f-a31e-494f6be26f95.jpg,18b1a1b7-49c7-418f-a31e-494f6be26f95
vs,2001-07-19,ポケモンカード★VS,VS,127/141,unknown,UNKNOWN,jp,R団のワザマシン01,Rocket's Technical Machine 01,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Rocket's_TM_01_(VS_127) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/artofpkm/47a68705-dc60-4c74-88e5-7ec05302071b.jpg,47a68705-dc60-4c74-88e5-7ec05302071b
vs,2001-07-19,ポケモンカード★VS,VS,128/141,unknown,UNKNOWN,jp,ワタルのワザマシン01,Lance's Technical Machine 01,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Lance's_TM_01_(VS_128) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/artofpkm/8dbfd0d0-d57b-4837-af29-95da3c438209.jpg,8dbfd0d0-d57b-4837-af29-95da3c438209
vs,2001-07-19,ポケモンカード★VS,VS,129/141,unknown,UNKNOWN,jp,ワタルのワザマシン02,Lance's Technical Machine 02,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Lance's_TM_02_(VS_129) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/artofpkm/b0947342-2eba-4225-9af7-efe92f008c3e.jpg,b0947342-2eba-4225-9af7-efe92f008c3e
vs,2001-07-19,ポケモンカード★VS,VS,142/141,first,1ED,jp,R団のバンギラス,Rocket's Tyranitar,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Rocket's_Tyranitar_(VS_142) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/647554.jpg,c8eb2502-d6ac-4b19-8d73-f1eb823e08fb
adv,2003-01-31,Pokemon Promo,P,007/P,unknown,UNKNOWN,jp,セレビィ,Celebi,artwork,007/P uses the Japanese Pokémon Card Trainers Vol. 10 Celebi composition not used for the international promo.,https://bulbapedia.bulbagarden.net/wiki/Celebi_%28%22P%22_Promo_7%29 | https://pokumon.com/card/celebi-007-p-japanese-promo/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/643721.jpg,5715c3da-ea88-4c87-86ff-6d0ce825b160
hgss,2009-10-09,LEGEND Promo,L-P,068/L-P,unknown,UNKNOWN,jp,マスターのカギ,Master's Key,both,068/L-P is a unique Japan national-championship prize design awarded only at the 2010 finals.,https://bulbapedia.bulbagarden.net/wiki/Master%27s_Key | https://www.psacard.com/cert/64981824/psa,068/L-P carries a gold Japan National Tournament prize stamp below the card text.,https://bulbapedia.bulbagarden.net/wiki/Master%27s_Key | https://www.psacard.com/cert/64981824/psa,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/608607.jpg,5c5c626e-9313-417c-818a-e78ac9e920df
bw,2010-12-17,BW Promo,BW-P,014/BW-P,unknown,ジムチャレンジ,jp,基本炎エネルギー,Basic Fire Energy,stamps,,,The exact Japanese printing carries the Japan-only BW Gym Challenge event or campaign marking.,https://pokumon.com/card/fire-energy-014-bw-p-japanese-promo/ | https://bulbapedia.bulbagarden.net/wiki/Fire_Energy_%28BW-P_Promo_14%29,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/635090.jpg,e10a52ab-e914-4ab0-a02a-86d5011dd220
bw,2010-12-17,BW Promo,BW-P,015/BW-P,unknown,ジムチャレンジ,jp,基本雷エネルギー,Basic Lightning Energy,stamps,,,The exact Japanese printing carries the Japan-only BW Gym Challenge event or campaign marking.,https://pokumon.com/card/lightning-energy-015-bw-p-japanese-promo/ | https://bulbapedia.bulbagarden.net/wiki/Lightning_Energy_%28BW-P_Promo_15%29,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/635098.jpg,1977da73-5ca5-4b33-826b-f242327759f0
bw,2010-12-17,BW Promo,BW-P,016/BW-P,unknown,ジムチャレンジ,jp,基本闘エネルギー,Basic Fighting Energy,stamps,,,The exact Japanese printing carries the Japan-only BW Gym Challenge event or campaign marking.,https://pokumon.com/card/fighting-energy-016-bw-p-japanese-promo/ | https://bulbapedia.bulbagarden.net/wiki/Fighting_Energy_%28BW-P_Promo_16%29,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/635086.jpg,cf31311d-26fe-4360-8e1c-190af5cc33a0
bw,2010-12-17,BW Promo,BW-P,017/BW-P,unknown,ジムチャレンジ,jp,基本悪エネルギー,Basic Darkness Energy,stamps,,,The exact Japanese printing carries the Japan-only BW Gym Challenge event or campaign marking.,https://pokumon.com/card/darkness-energy-017-bw-p-japanese-promo/ | https://bulbapedia.bulbagarden.net/wiki/Darkness_Energy_%28BW-P_Promo_17%29,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/635081.jpg,7094c33e-98d2-4c4c-b4c2-06fc34c7143c
bw,2010-12-17,BW Promo,BW-P,083/BW-P,unknown,in 東京タワー,jp,基本草エネルギー,Basic Grass Energy,stamps,,,The exact Japanese printing carries the Japan-only Summer Carnival in Tokyo Tower event or campaign marking.,https://pokumon.com/card/grass-energy-083-bw-p-japanese-promo/ | https://bulbapedia.bulbagarden.net/wiki/Grass_Energy_%28BW-P_Promo_83%29,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/635095.jpg,ea2e2221-fc00-4e04-abe6-95e68359e422
bw,2010-12-17,BW Promo,BW-P,084/BW-P,unknown,in 東京タワー,jp,基本炎エネルギー,Basic Fire Energy,stamps,,,The exact Japanese printing carries the Japan-only Summer Carnival in Tokyo Tower event or campaign marking.,https://pokumon.com/card/fire-energy-084-bw-p-japanese-promo/ | https://bulbapedia.bulbagarden.net/wiki/Fire_Energy_%28BW-P_Promo_84%29,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/635091.jpg,99b96c81-df19-4a69-86db-ef22de1f9936
bw,2010-12-17,BW Promo,BW-P,085/BW-P,unknown,in 東京タワー,jp,基本水エネルギー,Basic Water Energy,stamps,,,The exact Japanese printing carries the Japan-only Summer Carnival in Tokyo Tower event or campaign marking.,https://pokumon.com/card/water-energy-085-bw-p-japanese-promo/ | https://bulbapedia.bulbagarden.net/wiki/Water_Energy_%28BW-P_Promo_85%29,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/635111.jpg,bb2ae40f-87a4-4133-b910-3f6f59581490
bw,2010-12-17,BW Promo,BW-P,086/BW-P,unknown,in 東京タワー,jp,基本雷エネルギー,Basic Lightning Energy,stamps,,,The exact Japanese printing carries the Japan-only Summer Carnival in Tokyo Tower event or campaign marking.,https://pokumon.com/card/lightning-energy-086-bw-p-japanese-promo/ | https://bulbapedia.bulbagarden.net/wiki/Lightning_Energy_%28BW-P_Promo_86%29,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/635099.jpg,8d47f664-d345-4553-84f3-ac6103db19f5
bw,2010-12-17,BW Promo,BW-P,087/BW-P,unknown,in 東京タワー,jp,基本超エネルギー,Basic Psychic Energy,stamps,,,The exact Japanese printing carries the Japan-only Summer Carnival in Tokyo Tower event or campaign marking.,https://pokumon.com/card/psychic-energy-087-bw-p-japanese-promo/ | https://bulbapedia.bulbagarden.net/wiki/Psychic_Energy_%28BW-P_Promo_87%29,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/635107.jpg,779b6854-dbed-4faa-bee3-67e0e6d83101
bw,2010-12-17,BW Promo,BW-P,088/BW-P,unknown,in 東京タワー,jp,基本闘エネルギー,Basic Fighting Energy,stamps,,,The exact Japanese printing carries the Japan-only Summer Carnival in Tokyo Tower event or campaign marking.,https://pokumon.com/card/fighting-energy-088-bw-p-japanese-promo/ | https://bulbapedia.bulbagarden.net/wiki/Fighting_Energy_%28BW-P_Promo_88%29,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/635087.jpg,04456135-5b05-4b0b-848c-484a75e4c280
bw,2010-12-17,BW Promo,BW-P,089/BW-P,unknown,in 東京タワー,jp,基本悪エネルギー,Basic Darkness Energy,stamps,,,The exact Japanese printing carries the Japan-only Summer Carnival in Tokyo Tower event or campaign marking.,https://pokumon.com/card/darkness-energy-089-bw-p-japanese-promo/ | https://bulbapedia.bulbagarden.net/wiki/Darkness_Energy_%28BW-P_Promo_89%29,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/635083.jpg,b96c39a7-6f21-4712-ab5b-26c8f52cadb7
bw,2010-12-17,BW Promo,BW-P,090/BW-P,unknown,in 東京タワー,jp,基本鋼エネルギー,Basic Metal Energy,stamps,,,The exact Japanese printing carries the Japan-only Summer Carnival in Tokyo Tower event or campaign marking.,https://pokumon.com/card/metal-energy-090-bw-p-japanese-promo/ | https://bulbapedia.bulbagarden.net/wiki/Metal_Energy_%28BW-P_Promo_90%29,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/635103.jpg,21aff669-f83b-47a3-ad09-0f22cf977d4b
bw,2010-12-17,BW Promo,BW-P,099/BW-P,unknown,ジムチャレンジ,jp,基本草エネルギー,Basic Grass Energy,stamps,,,The exact Japanese printing carries the Japan-only BW Gym Challenge event or campaign marking.,https://pokumon.com/card/grass-energy-099-bw-p-japanese-promo/ | https://bulbapedia.bulbagarden.net/wiki/Grass_Energy_%28BW-P_Promo_99%29,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/635096.jpg,c50ba5d6-0341-45af-931a-18de5bbc51be
bw,2010-12-17,BW Promo,BW-P,100/BW-P,unknown,ジムチャレンジ,jp,基本水エネルギー,Basic Water Energy,stamps,,,The exact Japanese printing carries the Japan-only BW Gym Challenge event or campaign marking.,https://pokumon.com/card/water-energy-100-bw-p-japanese-promo/ | https://bulbapedia.bulbagarden.net/wiki/Water_Energy_%28BW-P_Promo_100%29,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/635112.jpg,5da7bcac-8850-4db2-839d-9ae13d4644e6
bw,2010-12-17,BW Promo,BW-P,101/BW-P,unknown,ジムチャレンジ,jp,基本超エネルギー,Basic Psychic Energy,stamps,,,The exact Japanese printing carries the Japan-only BW Gym Challenge event or campaign marking.,https://pokumon.com/card/psychic-energy-101-bw-p-japanese-promo/ | https://bulbapedia.bulbagarden.net/wiki/Psychic_Energy_%28BW-P_Promo_101%29,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/635108.jpg,5221b01b-0a08-4b3e-8694-6372d8668870
bw,2010-12-17,BW Promo,BW-P,102/BW-P,unknown,ジムチャレンジ,jp,基本鋼エネルギー,Basic Metal Energy,stamps,,,The exact Japanese printing carries the Japan-only BW Gym Challenge event or campaign marking.,https://pokumon.com/card/metal-energy-102-bw-p-japanese-promo/ | https://bulbapedia.bulbagarden.net/wiki/Metal_Energy_%28BW-P_Promo_102%29,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/635104.jpg,cdb65e6d-f9aa-477b-b2d5-23ed10a6f5fa
bw,2010-12-17,BW Promo,BW-P,130/BW-P,unknown,ジムチャレンジ,jp,基本炎エネルギー,Basic Fire Energy,stamps,,,The exact Japanese printing carries the Japan-only BW Gym Challenge event or campaign marking.,https://pokumon.com/card/fire-energy-130-bw-p-japanese-promo/ | https://bulbapedia.bulbagarden.net/wiki/Fire_Energy_%28BW-P_Promo_130%29,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/635092.jpg,cb3b73bc-5731-415b-8f94-150fabed9c9c
bw,2010-12-17,BW Promo,BW-P,131/BW-P,unknown,ジムチャレンジ,jp,基本雷エネルギー,Basic Lightning Energy,stamps,,,The exact Japanese printing carries the Japan-only BW Gym Challenge event or campaign marking.,https://pokumon.com/card/lightning-energy-131-bw-p-japanese-promo/ | https://bulbapedia.bulbagarden.net/wiki/Lightning_Energy_%28BW-P_Promo_131%29,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/635100.jpg,66b8ffb0-d6b0-415d-9879-64ec8b0c1a4b
bw,2010-12-17,BW Promo,BW-P,132/BW-P,unknown,ジムチャレンジ,jp,基本闘エネルギー,Basic Fighting Energy,stamps,,,The exact Japanese printing carries the Japan-only BW Gym Challenge event or campaign marking.,https://pokumon.com/card/fighting-energy-132-bw-p-japanese-promo/ | https://bulbapedia.bulbagarden.net/wiki/Fighting_Energy_%28BW-P_Promo_132%29,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/635088.jpg,47b1d139-8865-4a26-983a-e884eef73af4
bw,2010-12-17,BW Promo,BW-P,133/BW-P,unknown,ジムチャレンジ,jp,基本悪エネルギー,Basic Darkness Energy,stamps,,,The exact Japanese printing carries the Japan-only BW Gym Challenge event or campaign marking.,https://pokumon.com/card/darkness-energy-133-bw-p-japanese-promo/ | https://bulbapedia.bulbagarden.net/wiki/Darkness_Energy_%28BW-P_Promo_133%29,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/635084.jpg,79d3bc74-18e6-49b5-a7be-a7b814410647
bw,2010-12-17,BW Promo,BW-P,140/BW-P,unknown,ジムチャレンジ,jp,基本草エネルギー,Basic Grass Energy,stamps,,,The exact Japanese printing carries the Japan-only BW Gym Challenge event or campaign marking.,https://pokumon.com/card/grass-energy-140-bw-p-japanese-promo/ | https://bulbapedia.bulbagarden.net/wiki/Grass_Energy_%28BW-P_Promo_140%29,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/641830.jpg,741616e9-0c18-42d1-98d0-e9346505d24d
bw,2010-12-17,BW Promo,BW-P,141/BW-P,unknown,ジムチャレンジ,jp,基本水エネルギー,Basic Water Energy,stamps,,,The exact Japanese printing carries the Japan-only BW Gym Challenge event or campaign marking.,https://pokumon.com/card/water-energy-141-bw-p-japanese-promo/ | https://bulbapedia.bulbagarden.net/wiki/Water_Energy_%28BW-P_Promo_141%29,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/641833.jpg,e4e7a271-f6d8-43d2-bdb6-9ee1a700a289
bw,2010-12-17,BW Promo,BW-P,142/BW-P,unknown,ジムチャレンジ,jp,基本超エネルギー,Basic Psychic Energy,stamps,,,The exact Japanese printing carries the Japan-only BW Gym Challenge event or campaign marking.,https://pokumon.com/card/psychic-energy-142-bw-p-japanese-promo/ | https://bulbapedia.bulbagarden.net/wiki/Psychic_Energy_%28BW-P_Promo_142%29,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/641834.jpg,ed2a35ae-2452-4725-8164-e32cebeca488
bw,2010-12-17,BW Promo,BW-P,143/BW-P,unknown,ジムチャレンジ,jp,基本鋼エネルギー,Basic Metal Energy,stamps,,,The exact Japanese printing carries the Japan-only BW Gym Challenge event or campaign marking.,https://pokumon.com/card/metal-energy-143-bw-p-japanese-promo/ | https://bulbapedia.bulbagarden.net/wiki/Metal_Energy_%28BW-P_Promo_143%29,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/641835.jpg,51c47814-a2ba-4dec-a796-b326d4ed8500
bw,2010-12-17,BW Promo,BW-P,221/BW-P,unknown,バトルカーニバル,jp,基本草エネルギー,Basic Grass Energy,stamps,,,The exact Japanese printing carries the Japan-only BW Battle Carnival event or campaign marking.,https://pokumon.com/card/grass-energy-221-bw-p-japanese-promo/ | https://bulbapedia.bulbagarden.net/wiki/Grass_Energy_%28BW-P_Promo_221%29,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/635097.jpg,ffa5b742-1c5e-4b2d-ab41-dfce72c3f199
bw,2010-12-17,BW Promo,BW-P,222/BW-P,unknown,バトルカーニバル,jp,基本炎エネルギー,Basic Fire Energy,stamps,,,The exact Japanese printing carries the Japan-only BW Battle Carnival event or campaign marking.,https://pokumon.com/card/fire-energy-222-bw-p-japanese-promo/ | https://bulbapedia.bulbagarden.net/wiki/Fire_Energy_%28BW-P_Promo_222%29,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/635093.jpg,aaa1cf19-c459-48bc-bddf-e082c00fd61d
bw,2010-12-17,BW Promo,BW-P,223/BW-P,unknown,バトルカーニバル,jp,基本水エネルギー,Basic Water Energy,stamps,,,The exact Japanese printing carries the Japan-only BW Battle Carnival event or campaign marking.,https://pokumon.com/card/water-energy-223-bw-p-japanese-promo/ | https://bulbapedia.bulbagarden.net/wiki/Water_Energy_%28BW-P_Promo_223%29,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/635113.jpg,1bd9e688-6a46-4fca-b39f-a9a74520c198
bw,2010-12-17,BW Promo,BW-P,224/BW-P,unknown,バトルカーニバル,jp,基本雷エネルギー,Basic Lightning Energy,stamps,,,The exact Japanese printing carries the Japan-only BW Battle Carnival event or campaign marking.,https://pokumon.com/card/lightning-energy-224-bw-p-japanese-promo/ | https://bulbapedia.bulbagarden.net/wiki/Lightning_Energy_%28BW-P_Promo_224%29,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/635101.jpg,a59f8634-cd5b-48f0-a077-243156ba7a34
